,Unnamed: 0,isbn,title,series_title,series_release_number,authors,publisher,language,description,num_pages,format,genres,publication_date,rating_score,price,url,BooksRemaining
1391,3224,9780373210510,The Immortal Rules ,Blood of Eden,1,Julie Kagawa,Harlequin Teen,English,"Allison Sekemoto survives in the Fringe, the outermost circle of a walled-in city. By day, she and her crew scavenge for food. By night, any one of them could be eaten. Some days, all that drives Allie is her hatred of
 them
—the vampires who keep humans as blood cattle. Until the night Allie herself dies and becomes one of the monsters.
Forced to flee her city, Allie must pass for human as she joins a ragged group of pilgrims seeking a legend—a place that might have a cure for the disease that killed off most of civilization and created the rabids, the bloodthirsty creatures who threaten human and vampire alike. And soon Allie will have to decide what and who is worth dying for… again.
Enter Julie Kagawa's dark and twisted world as an unforgettable journey begins.",485,Hardcover,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Dystopia', 'Romance', 'Urban Fantasy']",2012-04-24,4.07,11.99,https://www.goodreads.com/book/show/10215349-the-immortal-rules,439
1392,3226,9780803734739,Bitterblue ,Graceling Realm,3,Kristin Cashore,Dial,English,"Eight years have passed since the young Princess Bitterblue, and her country, were saved from the vicious King Leck. Now Bitterblue is the queen of Monsea, and her land is at peace.
But the influence of her father, a violent psychopath with mind-altering abilities, lives on. Her advisers, who have run the country on her behalf since Leck's death, believe in a forward-thinking plan: to pardon all of those who committed terrible acts during Leck's reign; and to forget every dark event that ever happened. Monsea's past has become shrouded in mystery, and it's only when Bitterblue begins sneaking out of her castle - curious, disguised and alone - to walk the streets of her own city, that she begins to realise the truth. Her kingdom has been under the thirty-five-year long spell of a madman, and now their only chance to move forward is to revisit the past.
Whatever that past holds.
Two thieves, who have sworn only to steal what has already been stolen, change her life forever. They hold a key to the truth of Leck's reign. And one of them, who possesses an unidentified Grace, may also hold a key to her heart . . .",576,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'High Fantasy', 'Magic']",2012-05-01,4.0,8.99,https://www.goodreads.com/book/show/12680907-bitterblue,184
1393,3227,9781423121329,Spell Bound ,Hex Hall,3,Rachel Hawkins,Hyperion Book CH,English,"Hailed as “impossible to put down,” the Hex Hall series has both critics and teens cheering. With a winning combination of romance, action, magic and humor, this third volume will leave readers enchanted.
Just as Sophie Mercer has come to accept her extraordinary magical powers as a demon, the Prodigium Council strips them away. Now Sophie is defenseless, alone, and at the mercy of her sworn enemies—the Brannicks, a family of warrior women who hunt down the Prodigium. Or at least that’s what Sophie thinks, until she makes a surprising discovery. The Brannicks know an epic war is coming, and they believe Sophie is the only one powerful enough to stop the world from ending. But without her magic, Sophie isn’t as confident.
Sophie’s bound for one hell of a ride—can she get her powers back before it’s too late?",327,Hardcover,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Witches']",2012-03-13,4.06,8.99,https://www.goodreads.com/book/show/11454587-spell-bound,948
1394,3228,9780061783203,Once Burned ,Night Prince,1,Jeaniene Frost,Avon,English,"She's a mortal with dark powers...
After a tragic accident scarred her body and destroyed her dreams, Leila never imagined that the worst was still to come: terrifying powers that let her channel electricity and learn a person's darkest secrets through a single touch. Leila is doomed to a life of solitude...until creatures of the night kidnap her, forcing her to reach out with a telepathic distress call to the world's most infamous vampire...
He's the Prince of Night...
Vlad Tepesh inspired the greatest vampire legend of all—but whatever you do, don't call him Dracula. Vlad's ability to control fire makes him one of the most feared vampires in existence, but his enemies have found a new weapon against him—a beautiful mortal with powers to match his own. When Vlad and Leila meet, however, passion ignites between them, threatening to consume them both. It will take everything that they are to stop an enemy intent on bringing them down in flames.",373,Mass Market Paperback,"['Paranormal', 'Vampires', 'Romance', 'Paranormal Romance', 'Urban Fantasy', 'Fantasy', 'Adult']",2012-06-26,4.2,7.49,https://www.goodreads.com/book/show/7039218-once-burned,318
1395,3230,9781439136829,Lothaire ,Immortals After Dark,11,Kresley Cole,Gallery Books,English,"Number-one 
 best-selling author Kresley Cole continues her electrifying Immortals After Dark series with this thrilling tale, revealing secrets of the Lore, fierce realm of the immortals....
All fear the enemy of old.
Driven by his insatiable need for revenge, Lothaire, the Lore’s most ruthless vampire, plots to seize the Horde’s crown. But bloodlust and torture have left him on the brink of madness—until he finds Elizabeth Peirce, the key to his victory. He captures the unique young mortal, intending to offer up her very soul in exchange for power, yet Elizabeth soothes his tormented mind and awakens within him emotions Lothaire believed he could no longer experience.
A deadly force dwells within her.
Growing up in desperate poverty, Ellie Peirce yearned for a better life, never imagining she’d be convicted of murder—or that an evil immortal would abduct her from death row. But Lothaire is no savior, as he himself plans to sacrifice Ellie in one month’s time. And yet the vampire seems to ache for her touch, showering her with wealth and sexual pleasure. In a bid to save her soul, Ellie surrenders her body to the wicked vampire, while vowing to protect her heart.
Centuries of cold indifference shattered.
Elizabeth tempts Lothaire beyond reason, as only his fated mate could. As the month draws to a close, he must choose between a millennia-old blood vendetta and his irresistible prisoner. Will Lothaire succumb to the miseries of his past—or risk everything for a future with her?",468,Hardcover,"['Paranormal Romance', 'Paranormal', 'Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult']",2012-01-10,4.38,9.99,https://www.goodreads.com/book/show/10790516-lothaire,1694
1396,3231,9781423140603,The Mark of Athena ,The Heroes of Olympus,3,Rick Riordan,Disney-Hyperion Books,English,"Annabeth is terrified.
 Just when she's about to be reunited with Percy—after six months of being apart, thanks to Hera—it looks like Camp Jupiter is preparing for war. As Annabeth and her friends Jason, Piper, and Leo fly in on the 
, she can't blame the Roman demigods for thinking the ship is a Greek weapon. With its steaming bronze dragon figurehead, Leo's fantastical creation doesn't appear friendly. Annabeth hopes that the sight of their praetor Jason on deck will reassure the Romans that the visitors from Camp Half-Blood are coming in peace.
And that's only one of her worries. In her pocket, Annabeth carries a gift from her mother that came with an unnerving command: 
Follow the Mark of Athena. Avenge me.
 Annabeth already feels weighed down by the prophecy that will send seven demigods on a quest to find—and close—the Doors of Death. What more does Athena want from her?
Annabeth's biggest fear, though, is that Percy might have changed. What if he's now attached to Roman ways? Does he still need his old friends? As the daughter of the goddess of war and wisdom, Annabeth knows she was born to be a leader—but never again does she want to be without Seaweed Brain by her side
Narrated by four different demigods, 
The Mark of Athena
 is an unforgettable journey across land and sea to Rome, where important discoveries, surprising sacrifices, and unspeakable horrors await. Climb aboard the 
Argo II
, if you dare. . . .",586,Hardcover,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",2012-10-02,4.47,7.99,https://www.goodreads.com/book/show/12127750-the-mark-of-athena,1010
1397,3233,9781595143983,A Million Suns ,Across the Universe,2,Beth Revis,Razorbill,English,"It’s been three months since Amy was unplugged. The life she always knew is over. Everywhere she looks, she sees the walls of the spaceship 
Godspeed
.
But there may be hope: Elder has assumed leadership of the ship. He's finally free to act on his vision—no more Phydus, no more lies.
But when Elder learns shocking news about the ship, he and Amy race to discover the truth behind life on 
Godspeed
. They must work together to unlock a mystery that was set in motion hundreds of years earlier. Their success—or failure—will determine the fate of the 2,298 passengers aboard 
Godspeed
. But with each step, the journey becomes more perilous, the ship more chaotic, and the love between them more impossible to fight.
Beth Revis catapulted readers into the far reaches of space with her 
New York Times
 bestselling debut, 
Across the Universe
. In 
A Million Suns
, Beth deepens the mystery with action, suspense, romance, and deep philosophical questions. And this time it all builds to one mind-bending conclusion: 
They have to get off this ship.",386,Hardcover,"['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Fantasy', 'Fiction', 'Mystery']",2012-01-10,4.01,7.99,https://www.goodreads.com/book/show/10345927-a-million-suns,325
1398,3236,9780062071132,Everneath ,Everneath,1,Brodi Ashton,Balzer + Bray,English,"Last spring, Nikki Beckett vanished, sucked into an underworld known as the Everneath, where immortals Feed on the emotions of despairing humans. Now she’s returned—to her old life, her family, her friends—before being banished back to the underworld... this time forever. 
She has six months before the Everneath comes to claim her, six months for good-byes she can’t find the words for, six months to find redemption, if it exists.
Nikki longs to spend these months reconnecting with her boyfriend, Jack, the one person she loves more than anything. But there’s a problem: Cole, the smoldering immortal who first enticed her to the Everneath, has followed Nikki to the mortal world. And he’ll do whatever it takes to bring her back- this time as his queen.
As Nikki’s time grows short and her relationships begin slipping from her grasp, she’s forced to make the hardest decision of her life: find a way to cheat fate and remain on the Surface with Jack or return to the Everneath and become Cole’s...",370,Hardcover,"['Young Adult', 'Fantasy', 'Paranormal', 'Mythology', 'Romance', 'Paranormal Romance', 'Supernatural']",2012-01-24,3.75,9.99,https://www.goodreads.com/book/show/9413044-everneath,809
1399,3237,9781936305551,Gabriel's Rapture ,Gabriel's Inferno,2,Sylvain Reynard,Penguin Berkley,English,"Professor Gabriel Emerson has embarked on a passionate, yet clandestine affair with his former student, Julia Mitchell. Sequestered on a romantic holiday in Italy, he tutors her in the sensual delights of the body and the raptures of sex. But when they return, their happiness is threatened by conspiring students, academic politics, and a jealous ex-lover. When Gabriel is confronted by the university administration, will he succumb to Dante's fate? Or will he fight to keep Julia, his Beatrice, forever? In Gabriel's Rapture, the brilliant sequel to the wildly successful debut novel, Gabriel's Inferno, Sylvain Reynard weaves an exquisite love story that will touch the reader's mind, body, and soul, forever.",386,ebook,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'New Adult', 'College', 'Erotica']",2012-01-01,4.2,13.99,https://www.goodreads.com/book/show/13639050-gabriel-s-rapture,879
1400,3239,9780062085610,Sweet Evil ,Sweet,1,Wendy Higgins,HarperTeen,English,"Embrace the Forbidden
What if there were teens whose lives literally depended on being bad influences?
This is the reality for sons and daughters of fallen angels.
Tenderhearted Southern girl Anna Whitt was born with the sixth sense to see and feel emotions of other people. She's aware of a struggle within herself, an inexplicable pull toward danger, but it isn't until she turns sixteen and meets the alluring Kaidan Rowe that she discovers her terrifying heritage and her willpower is put to the test. He's the boy your daddy warned you about. If only someone had warned Anna.
Forced to face her destiny, will Anna embrace her halo or her horns?",447,Paperback,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Angels', 'Demons', 'Paranormal Romance']",2012-05-01,4.08,11.99,https://www.goodreads.com/book/show/11808950-sweet-evil,766
1401,3241,9780575096578,Deadlocked ,Sookie Stackhouse,12,Charlaine Harris,Gollancz,English,"Growing up with telepathic abilities, Sookie Stackhouse realized early on that there are things she'd rather not know. An now that she's an adult, she also realizes that some things she knows about, she'd rather not see--like Eric Northman feeding off another woman. A younger one.
There's a thing or two she'd like to say about that, but she has to keep quiet--Felipe de Castro, the vampire king of Louisiana (and Arkansas and Nevada), is in town. It's the worst possible time for a human body to show up in Eric's front yard--especially the body of the woman whose blood he just drank.
Now it's up to Sookie and Bill, the official Area Five investigator, to solve the murder. Sookie thinks that, at least this time, the dead girl's fate has nothing to do with her. But she is wrong. She has an enemy, one far more devious than she would ever suspect, who's set out to make Sookie's world come crashing down.",327,Hardcover,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Romance', 'Mystery']",2012-05-01,3.73,8.99,https://www.goodreads.com/book/show/10407279-deadlocked,1436
1402,3242,9780373776573,The Darkest Seduction ,Lords of the Underworld,9,Gena Showalter,HQN Books,English,"Possessed by the demon of Promiscuity, immortal warrior Paris is irresistibly seductive — but his potent allure comes at a terrible price. Every night he must bed someone new, or weaken and die. And the woman he craves above all others is the one woman he'd thought was forever beyond his reach... until now.
Newly possessed by the demon of Wrath, Sienna Blackstone is racked by a ruthless need to punish those around her. Yet in Paris's arms, the vulnerable beauty finds soul-searing passion and incredible peace. Until a blood feud between ancient enemies heats up.
Will the battle against gods, angels and creatures of the night bind them eternally — or tear them apart?",504,Mass Market Paperback,"['Paranormal Romance', 'Paranormal', 'Romance', 'Demons', 'Fantasy', 'Angels', 'Mythology']",2012-02-28,4.32,7.99,https://www.goodreads.com/book/show/9995135-the-darkest-seduction,541
1403,3243,9781849013765,Darker After Midnight ,Midnight Breed,10,Lara Adrian,Robinson Publishing,English,"The climactic novel in Lara Adrian's New York Times bestselling Midnight Breed series—and her hardcover debut—Darker After Midnight invites readers to enter a thrillingly sensual world where danger meets desire.
In the dark of night, a blood war escalates within the hidden world of the Breed. After existing in secret for many long centuries, maintaining a fragile peace with the humans who walk beside them unaware, a single act of retaliation has put the entire vampire nation at risk of discovery. It falls to the Order—a cadre of Breed warriors pledged to protect their own and humankind alike—to stop Dragos, the power-mad vampire at the center of the conflict, before his push for domination can explode into catastrophe.
At the center of the Order's quest is Sterling Chase, once a morally rigid enforcer of Breed law, now a warrior fallen from grace, whose biggest battle is the one he wages against his own savage nature. With addiction beckoning him toward eternal darkness, Chase's path to redemption has never seemed more out of reach—until he finds himself drawn to a beautiful young woman who may be something much more than she seems . . .",384,Paperback,"['Paranormal Romance', 'Paranormal', 'Vampires', 'Romance', 'Fantasy', 'Urban Fantasy', 'Adult']",2012-01-24,4.37,6.99,https://www.goodreads.com/book/show/12042279-darker-after-midnight,453
1404,3246,9781841497969,Fair Game ,Alpha & Omega,3,Patricia Briggs,Orbit,English,"Patricia Briggs, the #1 ""New York Times"" bestselling author of the Mercy Thompson novels, ""always enchants her readers."" (Lynn Viehl, ""New York Times"" bestselling author) Now her Alpha and Omega series-set in a world of shifting shapes, loyalty, and passion- brings werewolves out of the darkness and into a society where fear and prejudice could make the hunters prey...
They say opposites attract. And in the case of werewolves Anna Latham and Charles Cornick, they mate. The son-and enforcer-of the leader of the North American werewolves, Charles is a dominant alpha. While Anna, an omega, has the rare ability to calm others of her kind.
Now that the werewolves have revealed themselves to humans, they can't afford any bad publicity. Infractions that could have been overlooked in the past must now be punished, and the strain of doing his father's dirty work is taking a toll on Charles.
Nevertheless, Charles and Anna are sent to Boston, when the FBI requests the pack's help on a local serial killer case. They quickly realize that not only the last two victims were werewolves-all of them were. Someone is targeting their kind. And now Anna and Charles have put themselves right in the killer's sights...",308,Paperback,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Werewolves', 'Paranormal Romance', 'Shapeshifters']",2012-03-06,4.34,8.99,https://www.goodreads.com/book/show/7942786-fair-game,313
1405,3247,9780312625207,Death and the Girl Next Door ,Darklight,1,Darynda Jones,St. Martin's Press,English,"Ten years ago, Lorelei McAlister's parents disappeared without a trace, and she is finally beginning to accept the fact that they're never coming back. Life must go on. She's got her grandparents and the support of her best friends, and high school is not quite as painful as she thought it would be.


But This is What Happens When You Fall for the Angel of Death.


Until the day the school's designated loner, Cameron Lusk, begins to stalk her, turning up where she least expects it, standing outside her house in the dark, tough, sexy Jared Kovach - comes to school. Cameron and Jared instantly despise each other, and Lorelei seems to be the reason for their animosity.


Life as She Knows it is About to Change Forever.


What does Jared know about her parents? Why does Cameron tell Jared he can't have Lorelei? And what will any of them do when Death comes knocking for real? Thrilling, sassy, sexy, and inventive, 
Death and the Girl Next Door
 proves Darynda Jones is a force to be reckoned with.",274,Paperback,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Angels', 'Urban Fantasy', 'Paranormal Romance']",2012-10-02,3.62,9.99,https://www.goodreads.com/book/show/12986492-death-and-the-girl-next-door,986
1406,3248,9780373210497,Pushing the Limits ,Pushing the Limits,1,Katie McGarry,Harlequin Teen,English,"So wrong for each other...and yet so right.
No one knows what happened the night Echo Emerson went from popular girl with jock boyfriend to gossiped-about outsider with ""freaky"" scars on her arms. Even Echo can't remember the whole truth of that horrible night. All she knows is that she wants everything to go back to normal. But when Noah Hutchins, the smoking-hot, girl-using loner in the black leather jacket, explodes into her life with his tough attitude and surprising understanding, Echo's world shifts in ways she could never have imagined. They should have nothing in common. And with the secrets they both keep, being together is pretty much
 impossible
. Yet the crazy attraction between them refuses to go away. And Echo has to ask herself just how far they can push the limits and what she'll risk for the one guy who might teach her how to love again...",392,Hardcover,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Contemporary Romance', 'High School', 'Realistic Fiction']",2012-06-01,4.05,9.49,https://www.goodreads.com/book/show/10194514-pushing-the-limits,628
1407,3249,9781442409071,Fever ,The Chemical Garden,2,Lauren DeStefano,Simon & Schuster Children's Publishing,English,"Rhine and Gabriel have escaped the mansion, but danger is never far behind.
Running away brings Rhine and Gabriel right into a trap, in the form of a twisted carnival whose ringmistress keeps watch over a menagerie of girls. Just as Rhine uncovers what plans await her, her fortune turns again. With Gabriel at her side, Rhine travels through an environment as grim as the one she left a year ago - surroundings that mirror her own feelings of fear and hopelessness.
The two are determined to get to Manhattan, to relative safety with Rhine’s twin brother, Rowan. But the road there is long and perilous - and in a world where young women only live to age twenty and young men die at twenty-five, time is precious. Worse still, they can’t seem to elude Rhine’s father-in-law, Vaughn, who is determined to bring Rhine back to the mansion...by any means necessary.
In the sequel to Lauren DeStefano’s harrowing 
Wither
, Rhine must decide if freedom is worth the price - now that she has more to lose than ever.",341,Hardcover,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Post Apocalyptic']",2012-02-21,3.78,3.99,https://www.goodreads.com/book/show/11112619-fever,823
1408,3250,9780451236715,Black Dawn ,The Morganville Vampires,12,Rachel Caine,Penguin New American Library,English,"Ever since the draug—mysterious creatures that prey on vampires—took over Morganville, the lives of student Claire Danvers and her friends have been thrown into turmoil. Most of the town’s residents have evacuated, but Claire, Shane, Eve and Michael have chosen to stay and fight.Using the city’s water system to spread, the draug have rapidly multiplied. Things in Morganville look grim, especially since vampire Amelie—the town founder—has been infected by the master draug’s bite. 
Now, if Claire and her friends don’t figure out how to cure Amelie and defeat the draug, it looks like Morganville will become little more than a ghost town…",367,Hardcover,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural']",2012-05-01,4.24,9.99,https://www.goodreads.com/book/show/9526658-black-dawn,266
1409,3251,9780425263914,Reflected in You ,Crossfire,2,Sylvia Day,Berkley,English,"Gideon Cross. As beautiful and flawless on the outside as he was damaged and tormented on the inside. He was a bright, scorching flame that singed me with the darkest of pleasures. I couldn't stay away. I didn't want to. He was my addiction... my every desire... 
.
My past was as violent as his, and I was just as broken. We’d never work. It was too hard, too painful... except when it was perfect. Those moments when the driving hunger and desperate love were the most exquisite insanity. 
We were bound by our need. And our passion would take us beyond our limits to the sweetest, sharpest edge of obsession...",338,Paperback,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Adult', 'Erotic Romance', 'Fiction']",2012-10-02,4.3,5.99,https://www.goodreads.com/book/show/13596809-reflected-in-you,1631
1410,3253,9780983157229,Pure ,Covenant,2,Jennifer L. Armentrout,Spencer Hill Press,English,"There is need. And then there is Fate... Being destined to become some kind of supernatural electrical outlet isn’t exactly awesome—especially when Alexandria’s ""other half"" is everywhere she goes. Seth’s in her training room, outside her classes, and keeps showing up in her bedroom—so not cool. Their connection does have some benefits, like staving off her nightmares of the tragic showdown with her mother, but it has no effect on what Alex feels for the forbidden, pure-blooded Aiden. Or what he will do—and sacrifice—for her. When daimons infiltrate the Covenants and attack students, the gods send furies—lesser gods determined to eradicate any threat to the Covenants and to the gods, and that includes the Apollyon... and Alex. And if that and hordes of aether-sucking monsters didn’t blow bad enough, a mysterious threat seems willing to do anything to neutralize Seth, even if that means forcing Alex into servitude... or killing her. When the gods are involved, some decisions can never, ever be undone",329,Paperback,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Mythology', 'Paranormal Romance', 'Urban Fantasy']",2012-04-03,4.27,4.99,https://www.goodreads.com/book/show/9761771-pure,401
1411,3256,9780061797057,The Calling ,Darkness Rising,2,Kelley Armstrong,Harper,English,"Maya Delaney's paw-print birthmark is the mark of what she truly is - a skin-walker. She can run faster, climb higher, and see better than nearly everyone else. Experiencing intense connections with the animals that roam the woods outside her home, Maya knows it's only a matter of time before she's able to Shift and become one of them. And she believes there may be others in her small town with surprising talents.
Now Maya and her friends have been forced to flee from their homes during a forest fire they suspect was deliberately set. Then they're kidnapped, and after a chilling helicopter crash, they find themselves in the Vancouver Island wilderness with nothing but their extraordinary abilities to help them get back home.
In THE CALLING, the sizzling second book in the Darkness Rising trilogy, 
 bestselling author Kelley Armstrong pumps up the romance, danger, and suspense that left readers of THE GATHERING clamoring for more.",326,Hardcover,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Romance', 'Shapeshifters']",2012-04-05,4.08,1.99,https://www.goodreads.com/book/show/11765920-the-calling,1042
1412,3257,9780312624699,Taken at Dusk ,Shadow Falls,3,C.C. Hunter,St. Martin's Press,English,"Kylie Galen wants the truth so badly she can taste it. The truth about who her real family is, the truth about which boy she's meant to be with--and the truth about what her emerging powers mean. But she's about to discover that some secrets can change your life forever…and not always for the better.
Just when she and Lucas are finally getting close, she learns that his pack has forbidden them from being together. Was it a mistake to pick him over Derek? And it's not just romance troubling Kylie. An amnesia-stricken ghost is haunting her, delivering the frightful warning, 
someone lives and someone dies. 
As Kylie races to unravel the mystery and protect those she loves, she finally unlocks the truth about her supernatural identity, which is far different--and more astonishing--than she ever imagined.",380,Paperback,"['Fantasy', 'Young Adult', 'Paranormal', 'Vampires', 'Romance', 'Werewolves', 'Supernatural']",2012-04-10,4.28,9.99,https://www.goodreads.com/book/show/12866426-taken-at-dusk,440
1413,3260,9780749955526,Lethal Rider ,"Lords of Deliverance, Demonica","3,8",Larissa Ione,Piatkus Books,English,"They're here. They ride. The Four Horsemen of the Apocalypse.
LETHAL RIDER
Thanatos, the most deadly Horseman of the Apocalypse, has endured thousands of years of celibacy to prevent the end of days. But just one night with the wickedly sexy Aegis Guardian, Regan Cooper, shatters centuries of resolve. Yet their passion comes with a price. And Thanatos must face a truth more terrifying than an apocalypse-he's about to become a father.
Demon-slayer Regan Cooper never imagined herself the maternal type, but with the fate of the world hanging in the balance she had no choice but to seduce Thanatos and bear his child. Now, as the final battle draws closer and his rage at being betrayed is overshadowed by an undeniable passion for the mother of his child, Thanatos has a life-shattering realization: To save the world, he must sacrifice the only thing he's ever wanted-a family.",464,Paperback,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Angels', 'Vampires', 'Urban Fantasy']",2011-11-22,4.37,7.99,https://www.goodreads.com/book/show/11512712-lethal-rider,508
1414,3261,9780812993295,The Unlikely Pilgrimage of Harold Fry ,Harold Fry,1,Rachel Joyce,Random House,English,"Meet Harold Fry, recently retired. He lives in a small English village with his wife, Maureen, who seems irritated by almost everything he does, even down to how he butters his toast. Little differentiates one day from the next. Then one morning the mail arrives, and within the stack of quotidian minutiae is a letter addressed to Harold in a shaky scrawl from a woman he hasn't seen or heard from in twenty years. Queenie Hennessy is in hospice and is writing to say goodbye. 
Harold pens a quick reply and, leaving Maureen to her chores, heads to the corner mailbox. But then, as happens in the very best works of fiction, Harold has a chance encounter, one that convinces him that he absolutely must deliver his message to Queenie in person. And thus begins the unlikely pilgrimage. Harold Fry is determined to walk six hundred miles from Kingsbridge to the hospice in Berwick-upon-Tweed because, he believes, as long as he walks, Queenie Hennessey will live. 
Still in his yachting shoes and light coat, Harold embarks on his urgent quest across the countryside. Along the way he meets one character after another, each of whom unlocks his long-dormant spirit and sense of promise. Memories of his first dance with Maureen, his wedding day, his joy in fatherhood, come rushing back to him - allowing him to also reconcile the losses and the regrets. As for Maureen, she finds herself missing Harold for the first time in years. 
And then there is the unfinished business with Queenie Hennessy.",320,Hardcover,"['Fiction', 'Contemporary', 'Audiobook', 'Book Club', 'British Literature', 'Adult Fiction', 'Literary Fiction']",2012-03-15,3.93,11.99,https://www.goodreads.com/book/show/13227454-the-unlikely-pilgrimage-of-harold-fry,1302
1415,3262,9780375990670,Fallen in Love ,Fallen,3.5,Lauren Kate,Delacorte Press,English,"And in a twist of fate, four extraordinary love stories intersect over the course of a romantic Valentine’s Day in medieval England. Miles and Shelby find love where they least expect it. Roland learns a painful lesson about finding and losing love. Arriane pays the price for a love so fierce it burns. And for the first—and last—time, Daniel and Luce spend a night together like none other.
Lauren Kate’s FALLEN IN LOVE is filled with love stories… the ones everyone has been waiting for.",201,Library Binding,"['Fantasy', 'Young Adult', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Supernatural']",2012-01-24,3.75,8.99,https://www.goodreads.com/book/show/12588363-fallen-in-love,1473
1416,3263,9780062071040,Partials ,Partials Sequence,1,Dan Wells,Balzer + Bray,English,"Humanity is all but extinguished after a war with Partials—engineered organic beings identical to humans—has decimated the population. Reduced to only tens of thousands by a weaponized virus to which only a fraction of humanity is immune, the survivors in North America have huddled together on Long Island. But sixteen-year-old Kira is determined to find a solution. As she tries desperately to save what is left of her race, she discovers that that the survival of both humans and Partials rests in her attempts to answer questions about the war's origin that she never knew to ask.
Playing on our curiosity of and fascination with the complete collapse of civilization, 
Partials
 is, at its heart, a story of survival, one that explores the individual narratives and complex relationships of those left behind, both humans and Partials alike—and of the way in which the concept of what is right and wrong in this world is greatly dependent on one's own point of view.
Supports the Common Core State Standards.",468,Hardcover,"['Young Adult', 'Dystopia', 'Science Fiction', 'Post Apocalyptic', 'Fiction', 'Fantasy', 'Romance']",2012-02-28,3.93,9.49,https://www.goodreads.com/book/show/12476820-partials,1441
1417,3265,9780316098793,The Rook ,The Checquy Files,1,Daniel O'Malley,"Little, Brown and Company",English,"""The body you are wearing used to be mine.""
So begins the letter Myfanwy Thomas is holding when she awakes in a London park surrounded by bodies all wearing latex gloves. With no recollection of who she is, Myfanwy must follow the instructions her former self left behind to discover her identity and track down the agents who want to destroy her.
She soon learns that she is a Rook, a high-ranking member of a secret organization called the Chequy that battles the many supernatural forces at work in Britain. She also discovers that she possesses a rare, potentially deadly supernatural ability of her own. 
In her quest to uncover which member of the Chequy betrayed her and why, Myfanwy encounters a person with four bodies, an aristocratic woman who can enter her dreams, a secret training facility where children are transformed into deadly fighters, and a conspiracy more vast than she ever could have imagined.
Filled with characters both fascinating and fantastical, 
 is a richly inventive, suspenseful, and often wry thriller that marks an ambitious debut from a promising young writer.",504,Hardcover,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Science Fiction', 'Thriller']",2012-01-11,4.1,9.99,https://www.goodreads.com/book/show/10836728-the-rook,963
1418,3266,9780373776986,Wicked Nights ,Angels of the Dark,1,Gena Showalter,HQN Books,English,"From the New York Times bestselling author who brought you the Lords of the Underworld comes a dark, seductive new series featuring angels poised on the brink of destruction.... 
Leader of the most powerful army in the heavens, Zacharel has been deemed nearly too dangerous, too ruthless-and if he isn't careful, he'll lose his wings. But this warrior with a heart of ice will not be deterred from his missions, at any cost...until a vulnerable human tempts him with a carnal pleasure he's never known before. 
Accused of a crime she did not commit, Annabelle Miller has spent four years in an institution for the criminally insane. Demons track her every move, and their king will stop at nothing to have her. Zacharel is her only hope for survival, but is the brutal angel with a touch as hot as hell her salvation-or her ultimate damnation?",411,Mass Market Paperback,"['Paranormal Romance', 'Paranormal', 'Romance', 'Angels', 'Fantasy', 'Demons', 'Adult']",2012-06-26,4.07,8.99,https://www.goodreads.com/book/show/12900491-wicked-nights,1074
